display_title,summary_short,critics_pick,classif,pos,p_neg
The Avengers,Joss Whedons longawaited superhero opus The Avengers arrives with a big cast frequent battles and abundant banter among its characters,0,pos,0.9265447719416217,0.07345522805837784
The Back-Up Plan,Girl gets pregnant Girl meets boy Boy makes goat cheese The BackUp Plan is romantic comedy for the therapy age,0,neg,0.37501470555876354,0.6249852944412356
The Bad Batch,An updated tale of ostracism for the golden age of dystopia written and directed by Ana Lily Amirpour,0,pos,0.6672701876239473,0.3327298123760535
The Ballad of Lefty Brown,Bill Pullman stars in this Montanaset western which tips its cowboy hat to classics of the genre,0,pos,0.8635162613071926,0.13648373869280866
The Barber,The film directed by Basel Owies finds the son of a police detective searching for a murderer that his father couldn8217t convict,0,pos,0.9533020201981559,0.04669797980184403
The Beatles: Eight Days a Week,Ron Howards documentary explores the wild ride John Paul George and Ringo took in the early 1960s helping to usher in the youthculture age,0,pos,0.9799479633276434,0.020052036672354424
The Beauty Inside,This quirky romance from South Korea is about a life that begins each day in a different body,0,pos,0.8171085321497205,0.18289146785028165
The Belko Experiment,This film set in Colombia wallows in the cheap and hackneyed irony of choreographed slaughter,0,neg,0.3060464023352055,0.6939535976647938
The Benefactor,In The Benefactor Mr Gere who is dependent on morphine makes others dependent on him,0,pos,0.9441472843826954,0.055852715617305315
The Berlin File,An arms deal gone sour lifts the lid on a rats nest of espionage for a North Korean spy whos been left out in the cold in The Berlin File,0,pos,0.8417644684642707,0.15823553153572456
The Best Man Holiday,Longforgotten rivalries and attractions simmer in The Best Man Holiday about onetime college friends reuniting in their late 30s,0,pos,0.9029005068723908,0.09709949312761017
The Best of Me,8220The Best of Me8221 a Michael Hoffman film about fate and second chances stars James Marsden and Michelle Monaghan,0,neg,0.4576556124182967,0.5423443875817023
The Best Offer,Geoffrey Rush plays a supercilious auctioneer in Giuseppe Tornatores art thriller The Best Offer,0,pos,0.9343461082033269,0.06565389179667494
The Better Angels,In 8220The Better Angels8221 written and directed by A J Edwards Abraham Lincoln spends his boyhood in a rural Indiana paradise,0,pos,0.9868125209855001,0.013187479014498972
The BFG,In Steven Spielbergs adaptation of a Roald Dahl story restraint and Mark Rylance prevail in the face of digital wizardry and belabored wonderment,0,pos,0.9964325717969873,0.003567428203008377
The Big Wedding,A sex farce that centers on a wedding with stars including Diane Keaton Robert De Niro Katherine Heigl and Susan Sarandon,0,neg,0.16867375694270764,0.8313262430572876
The Big Year,In the new comedy The Big Year Steve Martin Jack Black and Owen Wilson play men driven by passion and compelled to compete,0,pos,0.9003073596233948,0.09969264037660952
The Birth of Sake,Erik Shirais documentary opens a window into the unhurried and elaborate making of the Japanese liquor at a familyowned brewery,0,pos,0.9602223456965043,0.03977765430349318
The Bitter Buddha,A ranter with jokes onstage Eddie Pepitone shows a mellower side at home in The Bitter Buddha,0,neg,0.15271873685869136,0.847281263141307
The Black Prince,Kavi Razs film based on the true story of Duleep Singh never finds a rhythm or dramatic arc,0,pos,0.8743208330713813,0.1256791669286162
The Bling Ring,The Bling Ring was inspired by the true story of affluent Hollywood teenagers who broke into celebrities homes to steal luxury items,0,neg,0.302884641903197,0.6971153580968029
The Book of Eli,With The Book of Eli Allen and Albert Hughes have created a plausible postapocalyptic world,0,pos,0.9663536042623592,0.03364639573764309
The Book of Henry,Naomi Watts stars in a clichstuffed dumb movie about a smart kid directed by Colin Trevorrow Jurassic World,0,neg,0.3070219751617626,0.6929780248382373
The Book of Life,A love triangle forms among three lifelong friends who live in a Mexicanflavored fantasy village in 8220The Book of Life8221 an animated film,0,pos,0.9678174269301719,0.032182573069828156
The Book Thief,The Book Thief reveals how a girl copes during the horrors of adolescence and World War II,0,pos,0.9366961896184104,0.0633038103815906
The Boss,Playing a fallen investment guru Ms McCarthy employs her precision comedic timing in a film thats mostly another rung on her big ladder up,0,pos,0.8872147448705793,0.11278525512942517
The Boss Baby,An animated feature starring a newborn with an ohsofamiliar voice may confuse the kiddies but grownups should get a kick out of it,0,pos,0.918694639847172,0.08130536015282525
The Bounty Hunter,The Bounty Hunter is the latest evidence that when it comes to romantic combat we live in a more thoughtlessly brutal age than our ancestors did,0,pos,0.5183619529235137,0.48163804707648644
The Bourne Legacy,The fourth installment in this franchise is less a thrilling reboot than a salvage mission with Jeremy Renner taking over from Matt Damon,0,pos,0.9640379914192357,0.035962008580762615
The Boxtrolls,The stopmotion animation studio Laika 8220Coraline8221 8220ParaNorman8221 adapts a children8217s book by Alan Snow,0,pos,0.8800683033432536,0.11993169665674548
The Boy,Lauren Cohan stars in this smallcast thriller directed by William Brent Bell which has enough scary moments to satisfy horror fans,0,neg,0.23658043544163196,0.7634195645583661
The Boy and the Beast,Mamoru Hosodas fantasy tells of a runaway transported to a world whose mammals include a bear that trains him for a warriors life,0,pos,0.6763924898331629,0.32360751016683664
The Boy From Geita,Vic Sarins documentary chronicles vicious attacks against people born with albinism in rural Tanzania,0,pos,0.8962689520557279,0.10373104794427113
The Boy Next Door,Jennifer Lopez plays a teacher who comes to regret a onenight stand in 8220The Boy Next Door8221,0,pos,0.7447635256141829,0.25523647438581604
The Brass Teapot,An ancient kettle with magical powers tests a broke couples bond in Ramaa Mosleys modern fable about money,0,pos,0.9597380277701597,0.04026197222983958
The Bronze,Melissa Rauch stars in this comedy about an Olympic medalist who is defined by her spitefulness and jealousy,0,neg,0.23617656932993025,0.7638234306700712
The Brooklyn Banker,The latest entry in the gangster genre this drama concerns a number cruncher who proves more useful for local gangsters than is healthy,0,neg,0.41256580753946803,0.5874341924605297
The Brooklyn Brothers Beat the Best,In Ryan ONans Brooklyn Brothers Beat the Best a hapless musician joins with a kindred spirit and the two hit the road,0,pos,0.7881842480800157,0.21181575191998522
"The Butcher, the Chef, and the Swordsman",The Butcher the Chef and the Swordsman directed by Wuershan entwines three stories using a dizzying style,0,pos,0.5468739327904191,0.45312606720958126
The Bye Bye Man,This movie melds the summontheevilbyitsname convention with the old trynottothinkofanelephant mind game with scary results,0,neg,0.4258326512974629,0.574167348702537
The Cabin in the Woods,The Cabin in the Woods is a slasherzombiemonster film with a bloody but winking twist,0,pos,0.8089085476910808,0.1910914523089194
The Campaign,The Campaign starring Will Ferrell and Zach Galifianakis is a funhouse fable about the absurdities of our democracy in this contentious election year,0,pos,0.8878302559096213,0.11216974409038165
The Canal,8220The Canal8221 starring Rupert Evans is an Irish horror story,0,pos,0.5415744575635709,0.45842554243642863
The Captive,In Atom Egoyan8217s graytinged 8220The Captive8221 a couple8217s relationship frays after a man abducts their daughter and detectives have difficulty solving the case,0,pos,0.8960644984431021,0.10393550155689975
The Catechism Cataclysm,A lot of the fun in The Catechism Cataclysm a horrorcomic head trip from the writerdirector Todd Rohal comes in the form of silly strange line deliveries,0,pos,0.566653875980009,0.4333461240199891
The Chalet Girl,In Chalet Girl Felicity Jones plays a girl from the wrong side of the tracks whose charm wins over the upperclass snobs  and Ed Westwick  in the Austrian Alps,0,pos,0.9736155669820906,0.026384433017913392
The Chameleon,The Chameleon is based on the story of a Frenchborn serial impostor and master of disguise who assumed scores of identities especially those of missing teenagers,0,neg,0.03958839754356901,0.9604116024564295
The Change-Up,In the farcical bromance The ChangeUp an uptight corporate lawyer ends up in the body of what used to be called a toxic bachelor,0,pos,0.6069136658974196,0.39308633410258215
The Chef,Le Chef is an oddcouple farce about a stern celebrity chef and the authorityflouting understudy who cooks his own way,0,neg,0.3561838207187128,0.6438161792812888
The Choice,Based on a book by Nicholas Sparks the film stars Teresa Palmer and Benjamin Walker as a pair who fall in love amid rainsoaked trysts and ocean sunsets,0,neg,0.30532437330662643,0.6946756266933748
The Christmas Candle,The period holiday film The Christmas Candle is a parable of a town that receives a wishgiving candle every 25 years from an angel,0,pos,0.8911918655689796,0.10880813443102054
The Chronicles of Narnia: The Voyage of the Dawn Treader,Directed by Michael Apted this third Narnia film takes its crew of children animals and wizards to the high seas,0,pos,0.9073712282160593,0.09262877178394054
The Circle,Emma Watson and Tom Hanks star in this adaptation of a Dave Eggers novel that explores surveillancestate threats,0,pos,0.990833792145467,0.009166207854531863
The Citizen,The Citizen is about a Lebanese immigrant to the United States who arrives on Sept 10 2001 only to find his American dream quickly turn into a series of nightmares,0,pos,0.9643826211586909,0.03561737884130933
The Cobbler,This Tom McCarthy film centers on a shoe repairman who can assume the appearance of his customers by donning their footwear,0,pos,0.7383012062361629,0.2616987937638374
The Cold Light of Day,In The Cold Light of Day directed by Mabrouk El Mechri a vacation off the coast of Spain turns deadly for a CIA officer played by Bruce Willis and his loved ones,0,pos,0.9747623518115932,0.025237648188410827
The Collection,The Collection treads the familiar ground of the Saw franchise,0,pos,0.8032173172957736,0.1967826827042273
The Colony,The scifi thriller The Colony focuses on a struggling underground colony on a perpetually wintry Earth of the future,0,pos,0.7960951301710046,0.20390486982899544
The Color Wheel,The Color Wheel a blackandwhite film approaching the mumblecore school is written by its two stars,0,pos,0.6691695243313378,0.3308304756686623
The Colors of the Mountain,In the Andean region of Colombia people are menaced on one side by guerrillas and on the other by paramilitary groups,0,neg,0.371753237103149,0.6282467628968498
The Comedian,Joined by a cast that includes Edie Falco and Harvey Keitel Mr De Niro plays an insult comic in a film that like its jokes lacks zing,0,neg,0.29572212468774345,0.7042778753122527
The Commune,Trine Dyrholm is magnificent as a woman buckling under the strain of her career and her marriage in Thomas Vinterbergs latest film,0,pos,0.8979775395251132,0.10202246047488814
The Company You Keep,Robert Redfords Company You Keep which also features Julie Christie and Susan Sarandon follows 1960s radicals in later life,0,pos,0.65927573483633,0.3407242651636686
The Condemned,The Condemned directed by Roberto BusGarca is billed as a psychological thriller inspired by either a drunken joke or a ghastly medical experiment,0,pos,0.9380868087025348,0.061913191297463824
The Conspirator,The Conspirator Robert Redfords latest turn as director imagines the path of justice in the aftermath of Lincolns assassination,0,pos,0.7178681391168279,0.2821318608831722
The Crazies,The problem with The Crazies Not crazy enough,0,pos,0.6259591538960692,0.37404084610393146
The Croods,The Croods is an animated comedy about a Stone Age family starring the voice of Emma Stone,0,pos,0.8485447575426108,0.15145524245738848
The D Train,In this bromantic comedy Mr Black8217s character wants Mr Marsden8217s to attend their high school reunion but he gets a great deal more,0,pos,0.8213162766527622,0.17868372334723817
The Damned,The Damned by Victor Garca takes place in a rural Colombian hotel that harbors a witch,0,pos,0.5312427247463832,0.46875727525361577
The Dancer,The film directed by Stphanie Di Giusto seems genuinely hostile to its subject the dancer Loe Fuller whose reallife accomplishments deserve better,0,pos,0.8458060201451442,0.15419397985485783
The Darkest Hour,In The Darkest Hour four young adults partying in Moscow fight for their lives when aliens invade and glowing fireballs transform most of humanity into cremains,0,pos,0.9542951426389138,0.04570485736108642
The Daughter,This drama set in a declining Australian logging town centers on an estranged son who comes home smoldering with resentment,0,pos,0.9764142223523445,0.023585777647656507
The Death and Life of Marsha P. Johnson,The documentary by David France looks at the death of the transgender activist Police say it was suicide friends suspect it was murder,0,pos,0.6615056032312315,0.3384943967687694
The Debt,Helen Mirren Tom Wilkinson and Ciaran Hinds play three aging Mossad operatives revisiting their actions during the cold war in John Maddens latest film The Debt,0,pos,0.9999869709750769,1.3029024925172654e-05
The Debt,Helen Mirren Tom Wilkinson and Ciaran Hinds play three aging Mossad operatives revisiting their actions during the cold war in John Maddens latest film The Debt,0,pos,0.9999869709750769,1.3029024925172654e-05
The Debt,Perus agricultural landscape is the setting for this film about corporate greed and the persistence of native farmers,0,pos,0.9958337287194111,0.004166271280587153
The Debt,Perus agricultural landscape is the setting for this film about corporate greed and the persistence of native farmers,0,pos,0.9958337287194111,0.004166271280587153
The Den,In The Den directed by Zach Donohue a graduate student researching videochat culture witnesses a murder online,0,pos,0.9684500348044022,0.03154996519559635
The Desert of Forbidden Art,In The Desert of Forbidden Art the filmmakers often let the art do the talking,0,pos,0.7133387546962876,0.2866612453037133
The Devil Inside,The Devil Inside is the latest addition to the fake handshaky documentary horror subgenre,0,neg,0.07338508575352291,0.9266149142464787
The Dictator,Sacha Baron Cohens newest creation Admiral General Aladeen is the star of the new comedy The Dictator,0,pos,0.9910013006719872,0.008998699328013794
The Dilemma,In The Dilemma the two main characters love each other dearly but their love is tested by difficult circumstances,0,pos,0.9343032133911506,0.06569678660884802
The Dinner,Richard Gere and Steve Coogan face off as estranged brothers with serious family matters to attend to in this film adaptation of Herman Kochs book,0,pos,0.9075509839040237,0.09244901609597746
The Disappearance of Eleanor Rigby: Her/Him,In chronicling the end of a marriage The Disappearance of Eleanor Rigby crosses a landscape mined with loss secrets and questions of identity,0,pos,0.8511694200317037,0.1488305799682921
The Disappearance of Eleanor Rigby: Him,8220The Disappearance of Eleanor Rigby HimHer8221 by Ned Benson is actually two movies in one release a variation on an earlier film by the director,0,pos,0.9543969684700339,0.04560303152996511
The Disaster Artist,James Franco directs and stars in this fictionalized look at the making of The Room which fans call the worst movie ever made,0,pos,0.8293533146303859,0.17064668536961483
The Divergent Series: Insurgent,In the second of the 8220Divergent8221 series of dystopic action films Tris Prior the lead character is a more comfortable lockandload renegade,0,pos,0.8041639055794374,0.19583609442056524
The Divine Order,Set in 1971 Petra Volpes film takes a middlebrow mildly rollicking approach toward a serious subject,0,pos,0.5362881794196236,0.4637118205803747
The Dressmaker,Tilly Dunnage Kate Winslet returns to the dusty Australian hometown where she was bullied by a rich kid and blamed for his death,0,pos,0.9997916488528928,0.000208351147103424
The Drop,In The Drop based on a short story by Dennis Lehane a decadeold unsolved murder casts a shadow on a Brooklyn bar,0,pos,0.552450878156201,0.44754912184379914
The Duel,Woody Harrelson who plays a charismatic preacher delivers a strong performance but this film is largely characterized by unpersuasive story turns,0,pos,0.9810229155967126,0.01897708440328904
The Duelist,In this Aleksey Mizgirev film set in 1860 St Petersburg an exnobleman makes his living as a proxy in honor matches of shooting skill,0,pos,0.9861468392274522,0.01385316077254915
The DUFF,When a student learns she is called the 8220designated ugly fat friend8221 she sets out on a makeover without realizing that vindictiveness is the real problem,0,neg,0.07061841221123732,0.9293815877887621
The Eagle,In The Eagle a Roman military commander Channing Tatum in ancient Britain goes on a lonely and longwinded quest to retrieve the golden bird of the title,0,pos,0.7885648003748377,0.21143519962516177
The Emoji Movie,In Hollywood anything goes  even this bigscreen tale about those little digital expressions of emotions,0,pos,0.9216787608500078,0.07832123914999242
The Equalizer,8220The Equalizer8221 stars Denzel Washington as a seemingly bookish man who turns out to be an assassin on behalf of the wronged,0,neg,0.36096926110483535,0.6390307388951633
The Exception,Christopher Plummer plays the exiled German Kaiser Wilhelm II in this melodrama which unfolds in the Netherlands in the early years of the Second World War,0,pos,0.9898428779073466,0.010157122092654526
The Expendables,In The Expendables Sylvester Stallone directs an allstar lineup of action heroes in a brawling tale about motorcycleriding mercenaries,0,pos,0.5235562785278881,0.47644372147211445
The Expendables 3,Sylvester Stallone heads a celebrity cast  Mel Gibson Antonio Banderas Wesley Snipes and more  in the explosionpacked film The Expendables 3,0,neg,0.03829804642252225,0.961701953577475
The Eye of the Storm,The theme of filial ingratitude looms in Fred Schepisis dramatically unsteady blustery if likable film The Eye of the Storm,0,pos,0.8161742593326727,0.18382574066732724
The Face of an Angel,The death of Meredith Kercher a British student in Italy preoccupied the news media and the public This film by Michael Winterbottom is a fictional take on the event,0,pos,0.9986314967876183,0.0013685032123813697
The Fairy,The Fairy asks the question What to do when a shoeless creature bursts into your hotel and says shell grant you three wishes,0,pos,0.7813673932070773,0.2186326067929255
The Fall of 1980,With its reunion theme The Fall of 1980 revisits the theme of youthful idealism diminished by middleage cares,0,pos,0.9655459178041287,0.03445408219587167
The Family,Robert De Niro and Michelle Pfeiffer uproot their children and export their mobster ways to Normandy in Family,0,pos,0.9734484919657086,0.026551508034290863
The Family Fang,In this adaptation of Kevin Wilsons novel siblings grapple with memories of an upbringing spent being used as artistic props by their parents,0,pos,0.8836120770058845,0.11638792299411997
The Fate of the Furious,Each installment of Fast and Furious is more enjoyably ludicrous than the last even as the death of the star Paul Walker continues to hang over the franchise,0,neg,0.19850406736576257,0.8014959326342423
The Fault in Our Stars,In The Fault in Our Stars a film based on the youngadult novel two teenagers with cancer fall in love and grasp the meaning of their lives earlier than usual,0,pos,0.7626715266951795,0.23732847330481915
The Fencer,In 1950s Estonia a principals envy of a popular teacher leads him to start investigating his background,0,pos,0.9905847162555589,0.009415283744443542
The Fifth Estate,The Fifth Estate about the WikiLeaks founder Julian Assange documents the ups and downs of his relationship with a onetime colleague,0,neg,0.17130010034732443,0.8286998996526759
The Finest Hours,Based on a reallife 1952 rescue of men aboard a tanker in a brutal storm this nostalgic film also features Casey Affleck as a heroic shipboard engineer,0,neg,0.10932587641885634,0.8906741235811404
The First Monday in May,This documentary looks at the creation of the 2015 exhibition China Through The Looking Glass and the benefit that coincides with its opening,0,pos,0.9303021695364648,0.06969783046353806
The Fitzgerald Family Christmas,Edward Burnss film The Fitzgerald Family Christmas looks at the lives of an IrishAmerican family on Long Island,0,pos,0.7974078031320456,0.202592196867954
The Five-Year Engagement,In The FiveYear Engagement Jason Segel and Emily Blunt play a couple trying to reconcile professional ambition with the demands and rewards of a fulfilling relationship,0,pos,0.7536157433477593,0.24638425665224212
The Foreigner,He plays an aggrieved father facing off against Pierce Brosnan who plays a character with possible links to the IRA,0,pos,0.9757843228791983,0.024215677120803258
The Forest,Natalie Dormer plays twins one of whom has gone missing in this horror film by Jason Zada set in an area near Mount Fuji where many have taken their own lives,0,pos,0.9099045511114977,0.09009544888850059
The Forger,In this film a prison inmate must fabricate a Monet as part of a shadowy deal to get out of prison early,0,neg,0.4427009963810852,0.5572990036189138
The Founder,Mr Keatons kinetic performance as the man who made McDonalds what it is today doesnt enhance the movie it is the movie,0,pos,0.9182122098551155,0.08178779014488417
The Foxy Merkins,A lesbian prostitute and her heterosexual mentor in sex work experience comic adventures around New York in 8220The Foxy Merkins8221 which has the tone of an absurdist buddy comedy,0,pos,0.8732706853631504,0.12672931463684484
The Freebie,The Freebie shows a couple trying to resurrect their sex life,0,neg,0.43592547087989664,0.5640745291201036
The Gallows,This movie about high school students trapped in a seemingly haunted auditorium has plenty of rickety camerawork but that doesn8217t add to the scariness,0,neg,0.13971666830663515,0.860283331693366
The Gambler,In 8220The Gambler8221 Mark Wahlberg takes big risks with money and relationships,0,pos,0.8210028788134477,0.1789971211865528
The Gardener,In his documentary The Gardener the Iranian filmmaker Mohsen Makhmalbaf debates the role of religion in holy sites of the Bahai faith,0,pos,0.996732708000166,0.0032672919998339325
The German Doctor,The German Doctor directed by Luca Puenzo from her own novel imagines Josef Mengeles time in South America and his interest in an Argentine family,0,pos,0.9642223143550921,0.035777685644908366
The Giant Mechanical Man,A lost soul unfit for even temporary work meets a streetcorner mime and finds love in the romantic comedy The Giant Mechanical Man,0,neg,0.4727093025715037,0.5272906974285
The Girl,In The Girl a woman follows her fathers career path and decides to start smuggling people into the United States on her own with less success,0,pos,0.8378564928425659,0.1621435071574362
The Girl From the Naked Eye,After an underage prostitute is killed her driver hopes to avenge her death in the action film The Girl From the Naked Eye,0,neg,0.0538785808714778,0.9461214191285205
The Girl in the Photographs,This horror film with Wes Craven credited as executive producer has a hackneyed sleaziness,0,neg,0.094508719829515,0.9054912801704846
The Girl Is In Trouble,A modernday noir starring Columbus Short and Wilmer Valderrama focuses on how the tensions of immigration and gentrification have shaped the Lower East Side,0,pos,0.7425506267553365,0.25744937324466205
The Girl Who Kicked the Hornet's Nest,The Girl Who Kicked the Hornets Nest feels like the concluding chapter it is with neatly tied loose ends and closing remarks though it unfolds as something of a secular passion play,0,pos,0.9912249211416195,0.0087750788583838
The Girl Who Played with Fire,Noomi Rapace brings an intense rightness to the role of Lisbeth Salander in The Girl Who Played With Fire,0,pos,0.9356861888980182,0.06431381110198109
The Girl with the Dragon Tattoo,In The Girl With the Dragon Tattoo Noomi Rapace more or less looks the part that the filmmakers dont let her fully play,0,neg,0.1489469784959179,0.8510530215040838
The Girl With the Dragon Tattoo,David Finchers adaptation of The Girl With the Dragon Tattoo starring Rooney Mara and Daniel Craig holds onto the vivid and passionate essence of the book,0,pos,0.9933066064551369,0.006693393544860956
The Giver,Lois Lowrys novel The Giver is adapted for film by the director Phillip Noyce,0,pos,0.8633328745093126,0.13666712549068785
The Glass Castle,Adapted from Jeannette Wallss bestselling memoir of her chaotic childhood a movie decides to play it safe,0,pos,0.9590514791902699,0.040948520809730465
The Good Catholic,A promising young priest finds life outside of service to the detriment of his profession,0,pos,0.5751541266958484,0.42484587330414986
The Good Doctor,A resident in internal medicine seems very strange in the psychological thriller The Good Doctor,0,neg,0.337207344226745,0.6627926557732553
The Grace Card,David Evans an optometrist whose previous arts experience involved producing passion plays at a Memphis Christian church makes his directorial debut with The Grace Card,0,pos,0.9358022262484647,0.06419777375153832
The Great Fallacy,The Great Fallacy turns an analytical lens on the United States relationship with Puerto Rico and Puerto Ricans,0,pos,0.9981604338876178,0.0018395661123802585
The Great Gatsby,In detail and dialogue The Great Gatsby largely adheres faithfully to F Scott Fitzgeralds novel but Baz Luhrmann has colored it lavishly with his feel for the era,0,pos,0.9996624103030061,0.00033758969699558945
The Great Gilly Hopkins,Although this film centers on an unruly foster child adapting to a new home the real heart of the movie lies in the performances of Kathy Bates and Glenn Close,0,pos,0.9770301484126522,0.022969851587344704
The Great Wall,Zhang Yimous costume spectacle offers drooling creatures glowering warriors a swaggering mercenary and a message about Chinas might,0,neg,0.14148877929208764,0.8585112207079107
The Greatest Showman,The film has the ingredients of a splashy good time  the charismatic Hugh Jackman for one  but it fast becomes a standardissue holiday biopic,0,pos,0.7177236512637377,0.28227634873626445
The Green Hornet,The Green Hornet a film based on an ancient and muchadapted radio serial lands Seth Rogen in the title role and Michel Gondry behind the camera,0,pos,0.9245886365507837,0.07541136344921534
The Green Inferno,This film set in the Peruvian Amazon revisits the cannibal subgenre whose heyday was in the 1970s and 80s,0,neg,0.16016699852376753,0.8398330014762353
The Guillotines,Andrew Lau best known for the Infernal Affairs trilogy goes back in time and dreams up new ways of killing in The Guillotines,0,pos,0.9637517002190733,0.03624829978092483
The Guilt Trip,A mother and son played by Barbra Streisand and Seth Rogen set off on a drive across the country in The Guilt Trip,0,pos,0.8825026646200825,0.11749733537991469
The Gunman,This globetrotting action thriller is also in passing a melodrama of male sexual jealousy an indictment of Western meddling in Africa and a concussionawareness public service announcement,0,pos,0.55490226394425,0.44509773605574937
The Hacker Wars,8220The Hacker Wars8221 surveys the federal government8217s legal pursuit of hackers and journalists who have exposed security flaws and surveillance of citizens,0,neg,0.3875783995774259,0.6124216004225749
The Hammer,The Hammer is based on Matt Hamill the first deaf wrestler to win a national collegiate championship,0,neg,0.2987987801183824,0.7012012198816139
The Hand That Feeds,This documentary chronicles labor organizing by lowpaid employees at a Manhattan bakerycafe,0,pos,0.9934660695266181,0.006533930473380575
The Hangover Part II,Bradley Cooper Zach Galifianakis and Ed Helms return as buds in trouble before a marriage in sequel to Todd Phillipss hit,0,neg,0.06307652984747487,0.9369234701525256
The Hangover Part III,Four of the unlikeliest onthe vergeofmiddleage buddies ever to join forces in search of adventure come together for the final edition of the Hangover trilogy,0,pos,0.9250219486961762,0.07497805130382262
The Happy Poet,The sustaining joke of The Happy Poet an indie comedy written and directed by Paul Gordon is that the poet wants to be happy but doesnt really know how to go about it,0,neg,0.3564455424122019,0.6435544575877993
The Happy Sad,The Happy Sad features the stories of two couples with problems in and out of their bedrooms,0,pos,0.5612497160719221,0.4387502839280767
The Hateful Eight,Mr Tarantinos western tale of vengeance settles outlaws and bounty hunters around the fire to chat  until its time to start killing one another,0,neg,0.20320719573185536,0.7967928042681431
The Heart Machine,Zachary Wigon examines longdistance Internet relationships in 8220The Heart Machine8221 with John Gallagher Jr and Kate Lyn Sheil,0,pos,0.9856578813425798,0.014342118657421042
The Heat,The Heat directed by Paul Feig is a copbuddy movie but the buddies are women Sandra Bullock and Melissa McCarthy,0,neg,0.15075642745090106,0.8492435725491011
The Help,The Help Tate Taylors movie set in civilrightsera Mississippi shifts between black maids and their employers,0,pos,0.8685712044997722,0.13142879550022896
The Himalayas,In this adventure film an experienced climber and his protg form a lifelong bond when they reach the worlds third highest peak together,0,pos,0.9908498187450475,0.009150181254950587
The Historian,8220The Historian8221 centers on a divorced professor who clashes with a superior and walks an ethical tightrope,0,pos,0.8701280990394195,0.1298719009605784
The Hitman's Bodyguard,Mr Jackson is an illtempered contract killer Ryan Reynolds is his uptight protector You can figure out the rest,0,pos,0.7665893745129135,0.23341062548708694
The Hobbit: An Unexpected Journey,In Peter Jacksons 3D adaptation of The Hobbit Bilbo sets out with the wizard Gandalf and a posse of dwarfs to battle a fearsome dragon,0,neg,0.1784696898855058,0.8215303101144953
The Hobbit: The Battle of the Five Armies,Peter Jackson concludes his trilogy treatment of J R R Tolkien8217s 8220The Hobbit8221 with a film devoted to warfare and driven by greed,0,pos,0.9531192577343576,0.04688074226564263
The Hobbit: The Desolation of Smaug,Part 2 of Peter Jacksons trilogy based on the onepart Hobbit The Desolation of Smaug has lots of battles an original character and Orlando Bloom,0,pos,0.8590403797150943,0.14095962028490697
The Hollars,John Krasinski directs and stars in a story of a man who finds that although he can go home again the place remains a mess,0,pos,0.8160742928126112,0.1839257071873902
The Hornet's Nest,The Hornets Nest follows Mike Boettcher a broadcast journalist embedded with American troops in Afghanistan during Operation Strong Eagle III,0,pos,0.6032443273009856,0.3967556726990178
The Host,In The Host Saoirse Ronan seeks refuge from an alien race that has transformed most of the human population into smiling peaceniks,0,pos,0.9716700563864443,0.02832994361355542
The House,Will Ferrell and Amy Poehler play a couple who embark on a nefarious scheme in which the odds are always in their favor,0,pos,0.9321245774091687,0.0678754225908299
The Houses October Built,In 8220The Houses October Built8221 friends hope for a scare when they go on a Halloween house road trip,0,neg,0.4613841517778484,0.5386158482221493
The Human Experiment,This documentary by Don Hardy and Dana Nachman explores the perils of the largely unregulated and potentially dangerous substances we encounter each day,0,pos,0.7952745512922323,0.2047254487077654
The Human Resources Manager,The dead characters hold more interest than the living ones in the Israeli film The Human Resources Manager,0,pos,0.5258769349363848,0.47412306506361696
The Hundred-Foot Journey,French haute cuisine clashes with Indian cooking in The HundredFoot Journey starring Helen Mirren and Om Puri,0,pos,0.9603543390741215,0.039645660925875764
The Hunger Games,Jennifer Lawrence stars as a teenage survivalist in a recycled American frontier myth in The Hunger Games a film adaptation of the Suzanne Collins novel,0,pos,0.9509078759754909,0.04909212402451072
The Hunger Games: Catching Fire,The Hunger Games Catching Fire the second film in the series brings back Jennifer Lawrence as Katniss Everdeen but has a new director Francis Lawrence,0,pos,0.9753894389001648,0.02461056109983645
"The Hunger Games: Mockingjay, Part 1",The latest installment of the 8220Hunger Games8221 films is a vague yet stirring liberation story that echoes reallife struggles against oppression around the world,0,pos,0.9974075982952026,0.002592401704795987
The Identical,The Identical portrays a man who is unaware that he was separated from his twin as a baby and makes a career of imitating his famous brothers act,0,neg,0.4903594921805703,0.5096405078194314
The Ides of March,In The Ides of March George Clooney as the governor of Pennsylvania keeps his cool while inflaming the passions of Democratic primary voters,0,pos,0.9998210687096076,0.00017893129039425393
The Illusionist,The director Sylvain Chomet adapts a Jacques Tati screenplay in The Illusionist about the friendship between a struggling magician and a teenage girl,0,pos,0.9346753571510599,0.06532464284893855
The Imaginarium of Doctor Parnassus,Terry Gilliams latest is a full threering affair complete with puffs of smoke glitter and grunge some hocuspocus mumbo jumbo and even a dwarf,0,neg,0.017500430305014185,0.9824995696949842
The Imitation Game,In 8220The Imitation Game8221 Benedict Cumberbatch plays Alan Turing whose codebreaking work helped win World War II yet whose homosexuality led him to face indecency charges in Britain,0,pos,0.984135386918883,0.015864613081112373
The Impossible,The Impossible starring Naomi Watts and Ewan McGregor can be described as a horror film with nature as the villain,0,pos,0.7276701478024117,0.27232985219759004
