display_title,mpaa_rating,critics_pick,byline,headline,summary_short,publication_date,opening_date,date_updated,boxoffice,genre,director,writer,actor,nomination
The Descendants,R,1,By A.&nbsp;O. SCOTT,"For One Man, Hawaii Is a Land of Problems","In “The Descendants,” George Clooney plays the scion of an old Hawaii family with many troubles on his hands.",2011-11-15,2011-12-09,2017-11-02 4:18,78500000,Comedy,0,"Alexander Payne (screenplay), Nat Faxon (screenplay), Jim Rash (screenplay), Kaui Hart Hemmings (novel)",0,1
The Diary of a Teenage Girl,R,1,MANOHLA DARGIS,"Review: In &#8216;The Diary of a Teenage Girl,&#8217; a Hormone Bomb Waiting to Explode","Bel Powley stars as a 15-year-old who candidly chronicles the passion, anxieties and adventures of adolescence.",2015-08-06,2015-08-28,2017-11-02 4:18,NA,Comedy,1,"Phoebe Gloeckner (novel), Marielle Heller (screenplay)",1,0
The Discoverers,NA,1,BEN KENIGSBERG,What Lewis and Clark Inspired,"In “The Discoverers,” a history professor takes his children on a family-fraught trip with historical re-enactors.",2014-05-15,2014-05-16,2017-11-02 4:18,NA,Comedy,0,Justin Schwarz,0,0
The Dish & The Spoon,R,1,STEPHEN HOLDEN,"She’s Angry, and He’s Lost: Sort of Perfect Together",Alison Bagnall’s film “The Dish & the Spoon” follows the relationship between a woman upset by her husband’s infidelity and a British teenager.,2012-02-09,2012-02-10,2017-11-02 4:18,NA,Comedy,1,"Olly Alexander (additional material), Alison Bagnall (screenplay), Alison Bagnall (story), Greta Gerwig (additional material), Andrew Lewis (screenplay)",1,0
The Edge of Seventeen,R,1,STEPHEN HOLDEN,Review: ‘The Edge of Seventeen’ Takes Teenage Movies to a Higher Place,"In its raw honesty, “The Edge of Seventeen,” like “Clueless,” is among the best films about high school kids in years.",2016-11-17,2016-11-18,2017-11-02 4:18,14260193,Comedy,1,Kelly Fremon Craig,1,1
The Farthest,NA,1,ANDY WEBSTER,Review: A True-Life Journey Into Interstellar Space in ‘The Farthest’,"Emer Reynolds’s dazzling film traces the history of Voyager 1 and Voyager 2. Like the NASA team that produced these spacecraft, it inspires awe.",2017-08-10,2017-08-11,2017-11-02 4:18,13557,Documentary,1,Emer Reynolds,0,0
The Fighter,R,1,A. O. SCOTT,"Guys, Kiss Mom and Come Out Fighting",Mark Wahlberg and Christian Bale are brothers in the new David O. Russell film “The Fighter.”,2010-12-09,2010-12-17,2017-11-02 4:18,93571803,Biography,0,"Scott Silver (screenplay), Paul Tamasy (screenplay), Eric Johnson (screenplay), Paul Tamasy (story), Eric Johnson (story), Keith Dorrington (story)",0,1
The Final Girls,PG-13,1,NEIL GENZLINGER,Review: ‘The Final Girls’ Looks Over Its Shoulder at Horror Tropes,This movie proves that with the right actors you can make an amusing movie even if a lot of the ideas are borrowed.,2015-10-08,2015-10-09,2017-11-02 4:18,NA,Comedy,0,"M.A. Fortin, Joshua John Miller",1,0
The Final Member,R,1,JEANNETTE CATSOULIS,Competing to Be a Phallic Symbol,"In the documentary “The Final Member,” two men vie to have their penises entered into the Icelandic Phallological Museum as its first human specimen.",2014-04-17,2014-04-18,2017-11-02 4:18,NA,Documentary,0,N/A,0,0
The Fits,NA,1,MANOHLA DARGIS,"Review: In ‘The Fits,’ a Graceful Tale of a Girl Who Follows Her Own Beat",This debut feature from Anna Rose Holmer centers on an 11-year-old tomboy who trains as a boxer only to discover an interest in joining an all-female dance team.,2016-06-02,2016-06-03,2017-11-02 4:18,166425,Drama,1,"Anna Rose Holmer, Anna Rose Holmer (story by), Saela Davis (story by), Lisa Kjerulff (story by)",0,0
The Fool,NA,1,STEPHEN HOLDEN,Review: ‘The Fool’ Is Yuri Bykov’s Look at Corruption,"In this film, Mr. Bykov’s main character is frustrated after noticing a structural flaw that could lead to a building’s collapse.",2015-09-15,2015-09-16,2017-11-02 4:18,NA,Crime,0,Yuriy Bykov,0,0
The Future,NA,1,JEANNETTE CATSOULIS,"Two Orphans Wonder, What Now?",The grieving teenagers of “Il Futuro” seek security in the care of some shady men and a love affair with a recluse.,2013-09-05,2013-09-06,2017-11-02 4:18,332479,Drama,1,Miranda July,0,0
The Ghost Writer,PG-13,1,MANOHLA DARGIS,Writer for Hire Is a Wanted Man,"With “The Ghost Writer,” Roman Polanski creates a wholly believable world rich in strange contradictions and ominous implications.",2010-02-18,2010-03-19,2017-11-02 4:18,11016593,Drama,0,"Robert Harris (screenplay), Roman Polanski (screenplay), Robert Harris (novel)",0,0
The Gift,R,1,STEPHEN HOLDEN,"Review: &#8216;The Gift,&#8217; a Stalker Thriller That Isn&#8217;t What It Seems","Directed by Joel Edgerton, this movie about a prosperous couple and their ominous new acquaintance takes several turns even after abandoning its formulaic premise.",2015-08-06,2015-08-07,2017-11-02 4:18,33061006,Drama,0,Joel Edgerton,0,0
The Gift to Stalin,NA,1,JEANNETTE CATSOULIS,Story of a Jewish Boy,"“The Gift to Stalin,” set in the Kazakh steppe in 1949, tells the story of a Jewish boy who escaped death in a purge and is taken in by an aging railway worker.",2011-03-17,2011-03-18,2017-11-02 4:18,NA,Drama,0,Pavel Finn (screenplay),0,0
The Girl in the Book,NA,1,ANDY WEBSTER,"Review: In ‘The Girl in the Book,’ a Young Editor Is Unsettled by Her Past With a Novelist",Marya Cohn’s first feature stars Emily VanCamp as a publishing employee promoting a book that resurrects her painful history with a predatory writer.,2015-12-10,2015-12-11,2017-11-02 4:18,5249,Drama,1,Marya Cohn,1,0
The Girls in the Band,NA,1,JEANNETTE CATSOULIS,Playing Jazz in High Heels and Skirts,“The Girls in the Band” tells the story of women faced with racism and sexist male musicians in the 1930s and ’40s.,2013-05-09,2013-05-10,2017-11-02 4:18,NA,Documentary,1,"Judy Chaikin, Edward Osei-Gyimah",1,0
The Good Dinosaur,PG,1,MANOHLA DARGIS,"Review: In ‘The Good Dinosaur,’ a Reptile Tends to His Human Pet","Homo sapiens and giant reptiles co-exist in this animated, alternate universe version of Earth history.",2015-11-24,2015-11-25,2017-11-02 4:18,123087120,Animation,0,"Bob Peterson (original concept & development by), Peter Sohn (story by), Erik Benson (story by), Meg LeFauve (story by), Kelsey Mann (story by), Bob Peterson (story by), Meg LeFauve (screenplay by), Peter Hedges (additional screenplay material by), Adrian Molina (additional screenplay material by)",0,1
The Good Guy,R,1,STEPHEN HOLDEN,Sex and Money and High Rollers (Memories Were Made of This),“The Good Guy” is fresh enough to provide the voyeuristic kick of glimpsing the frenzied lifestyle of aspiring masters of the universe.,2010-02-18,2010-02-19,2017-11-02 4:18,34712,Comedy,0,Julio DePietro,1,NA
The Grand Budapest Hotel,R,1,A. O. SCOTT,Bittersweet Chocolate on the Pillow,"On its surface, “The Grand Budapest Hotel” is a caper, but this Wes Anderson film is also concerned with a complicated slice of 20th-century European culture with some very ugly history.",2014-03-06,2014-03-28,2017-11-02 4:18,56939515,Adventure,0,"Stefan Zweig (inspired by the writings of), Wes Anderson (screenplay), Wes Anderson (story), Hugo Guinness (story)",0,1
The Grandmaster,PG-13,1,MANOHLA DARGIS,Style and Kinetics Triumph in a Turbulent China,"Wong Kar-wai’s “Grandmaster” is a film about Ip Man, a 20th-century Chinese martial arts legend, but also an exploration of opposing forces like loyalty and love.",2013-08-22,2013-08-30,2017-11-02 4:18,6300000,Action,0,"Kar-Wai Wong (story), Kar-Wai Wong (screenplay), Jingzhi Zou (screenplay), Haofeng Xu (screenplay)",0,1
The Great Beauty,Not Rated,1,MANOHLA DARGIS,"The Glory of Rome, the Sweetness of Life","In “The Great Beauty,” a sybaritic writer, now 65, considers the essence of Rome and his place in it.",2013-11-14,2014-03-14,2017-11-02 4:18,NA,Drama,0,"Paolo Sorrentino (story), Paolo Sorrentino (screenplay), Umberto Contarello (screenplay)",0,1
The Great Flood,NA,1,NEIL GENZLINGER,Recalling a Disaster Without Uttering a Word,“The Great Flood” uses music and stark images to tell about the destruction and aftermath of the 1927 Mississippi River flood.,2014-01-07,2014-01-08,2017-11-02 4:18,NA,Documentary,0,Bill Morrison,NA,NA
The Grey,R,1,A. O. SCOTT,"In Man vs. Wolf Pack, Survival of the Flintiest","Liam Neeson leads a group of men stranded in Alaska after a plane crash in Joe Carnahan’s film “The Grey,” a lean, stripped-down tale of survival in brutal circumstances.",2012-01-26,2012-01-27,2017-11-02 4:18,51533608,Action,0,"Joe Carnahan (screenplay), Ian Mackenzie Jeffers (screenplay), Ian Mackenzie Jeffers (short story ""Ghost Walker"")",0,0
The Hero,R,1,JEANNETTE CATSOULIS,"Review: For an Aging Actor, Another Chance to Be ‘The Hero’","Brett Haley’s low-key feature, about an older actor seeking redemption after being reduced to a cliché, belongs to its star, Sam Elliott.",2017-06-08,2017-06-09,2017-11-02 4:18,4077270,Comedy,0,"Brett Haley, Marc Basch",0,0
The History of Future Folk,NA,1,NEIL GENZLINGER,Fate of the Earth Rests on a Banjo,"In “The History of Future Folk,” music-loving space aliens are on a mission to invade Earth.",2013-05-30,2013-05-31,2017-11-02 4:18,15943,Comedy,0,John Mitchell,0,0
The House I Live In,Not Rated,1,MANOHLA DARGIS,"One Woman’s Family, a String of Casualties in the War on Drugs","In the documentary “The House I Live In,” Eugene Jarecki, inspired by his longtime black caretaker, investigates the country’s drug policy and its racial and class implications.",2012-10-04,2012-10-05,2017-11-02 4:18,210752,Documentary,0,"Eugene Jarecki, Christopher St. John (additional writing)",0,0
"The Hunger Games: Mockingjay, Part 2",PG-13,1,MANOHLA DARGIS,"Review: ‘The Hunger Games: Mockingjay Part 2,’ Katniss’s Final Battle",Jennifer Lawrence returns in the savior role in the closing chapter of this blockbuster series based on Suzanne Collins’s books.,2015-11-19,2015-11-20,2017-11-02 4:18,254641329,Action,0,"Peter Craig (screenplay), Danny Strong (screenplay), Suzanne Collins (adaptation), Suzanne Collins (novel)",1,0
The Immaculate Conception of Little Dizzle,NA,1,JEANNETTE CATSOULIS,Finding Meaning in Cleaning,“The Immaculate Conception of Little Dizzle” is like “Clerks” reimagined by William S. Burroughs.,2010-05-11,2010-05-12,2017-11-02 4:18,NA,Comedy,0,David Russo,0,0
The Immigrant,R,1,A. O. SCOTT,She’s Just Off the Boat. He’s the Wrong Man.,“The Immigrant” tells the story of a Polish woman’s arrival in New York in 1921 and the complicated scoundrel who forces her into prostitution.,2014-05-15,2014-05-23,2017-11-02 4:18,1300791,Drama,0,"James Gray, Ric Menello",1,0
The Incredible Jessica James,NA,1,NICOLE HERRINGTON,‘The Incredible Jessica James’ Is a Bold Woman in Progress,Jessica Williams shines as a young playwright struggling with rejection — professionally and romantically — in this film streaming on Netflix.,2017-07-28,2017-07-28,2017-11-02 4:18,NA,Comedy,0,Jim Strouse,1,0
The Iron Ministry,NA,1,A. O. SCOTT,Review: &#8216;The Iron Ministry&#8217; Uses Train Passengers to Tell China&#8217;s Story,J. P. Sniadecki spent nearly three years filming this documentary on the trains that carry tens of millions across the nation each year.,2015-08-20,2015-08-21,2017-11-02 4:18,NA,Documentary,0,N/A,NA,0
The Kids Are All Right,R,1,A. O. SCOTT,Meet the Sperm Donor: Modern Family Ties,"In Lisa Cholodenko’s movie, teenagers and their two moms have dinner, and lots more, with a newly found biological father.",2010-07-08,2010-07-30,2017-11-02 4:18,20803237,Comedy,1,"Lisa Cholodenko, Stuart Blumberg",1,1
The Last Exorcism,PG-13,1,JEANNETTE CATSOULIS,Loosening the Devil’s Grip in Louisiana,Daniel Stamm’s film “The Last Exorcism” follows a preacher who’s lost faith as he is called on to oust the Devil from a teenage girl.,2010-08-26,2010-08-27,2017-11-02 4:18,40990055,Drama,0,"Huck Botko, Andrew Gurland",0,0
The Last Family,NA,1,GLENN KENNY,"Review: In ‘The Last Family,’ a Polish Artist’s Tragic Home Life",The difficult family life of the Polish painter Zdzislaw Beksinski makes for an often funny but also harrowing and heartbreaking film.,2018-01-25,2017-01-26,2018-02-02 17:44,NA,Biography,0,Robert Bolesto,0,0
The Last Man on the Moon,NA,1,NEIL GENZLINGER,Review: ‘The Last Man on the Moon’ Is the Story of Just That,"This documentary is about Capt. Eugene Cernan, who for almost 44 years has held the distinction of being the last human being to step on the moon.",2016-02-25,2016-02-26,2017-11-02 4:18,30880,Documentary,0,"Eugene Cernan (story), Mark Craig",0,0
The Lie,R,1,JEANNETTE CATSOULIS,Twentysomething in Need of a Life Coach,"Joshua Leonard wrote, directed and stars in “The Lie,” in which he wonders if it is possible to rewrite lives and remake choices.",2011-11-17,2011-11-11,2017-11-02 4:18,NA,Drama,0,"T. Coraghessan Boyle (short story), Jeff Feuerzeig (additional material), Joshua Leonard (screenplay), Mark Webber (screenplay), Jess Weixler (screenplay)",1,NA
The Light Between Oceans,PG-13,1,STEPHEN HOLDEN,Review: A Baby in a Boat Changes Everything in ‘The Light Between Oceans’,Michael Fassbender and Alicia Vikander play an Australian couple who long for a child — and happen to find one — in this post-World War I romance.,2016-09-01,2016-09-02,2017-11-02 4:18,12533911,Drama,0,"Derek Cianfrance (written for the screen by), M.L. Stedman (novel)",0,0
The Lips,NA,1,JEANNETTE CATSOULIS,A Little Lipstick Soothes Poverty’s Rawness,In “The Lips” three social workers in the Argentine countryside help villagers confront hardships.,2011-06-12,2011-06-13,2017-11-02 4:18,NA,Drama,0,"Iván Fund, Santiago Loza",1,0
The Little Prince,PG,1,STEPHEN HOLDEN,Review: Fanciful Classic ‘The Little Prince’ Is Turned Into Modernist Fable,A gray corporate world rendered in computer graphics enfolds the stop-motion universe of Antoine de Saint-Exupéry’s tender tale.,2016-08-04,2016-08-05,2017-11-02 4:18,NA,Animation,0,"Irena Brignull (original screenplay by), Bob Persichetti (original screenplay by), Antoine de Saint-Exupéry (based on ""Le Petit Prince"" by)",0,0
The Lobster,R,1,A. O. SCOTT,"Review: In ‘The Lobster,’ Colin Farrell Plays a Divorced Man in a Loner-Hating Society",Yorgos Lanthimos’s surreal allegory about tyrannical monogamy and its direct counterpart is dosed with bitterness as well as comic whimsy.,2016-05-12,2016-05-13,2017-11-02 4:18,9078073,Comedy,0,"Yorgos Lanthimos, Efthymis Filippou",1,1
The Lost City of Z,PG-13,1,MANOHLA DARGIS,Review: Hearts of Darkness and Light in ‘The Lost City of Z’,"Charlie Hunnam stars in this period adventure story about love, loss and mystery in the Amazon from the director James Gray.",2017-04-13,2017-04-14,2017-11-02 4:18,8554554,Adventure,0,"James Gray (written for the screen by), David Grann (based on the book by)",0,0
The Man Who Saved the World,NA,1,DANIEL M. GOLD,Review: ‘The Man Who Saved the World’ Recounts a Cold War Near Miss,"This hybrid documentary centers on the life of Lt. Col. Stanislav Petrov, who was in charge of the Soviet early warning systems overnight on Sept. 26, 1983.",2015-09-17,2015-09-18,2017-11-02 4:18,NA,Documentary,0,Peter Anthony,0,0
The Martian,PG-13,1,MANOHLA DARGIS,"Review: In ‘The Martian,’ Marooned but Not Alone",Matt Damon plays a stranded astronaut scrambling to stay alive and return to Earth in this science-fiction thriller by Ridley Scott.,2015-10-01,2015-10-02,2017-11-02 4:18,202313768,Adventure,0,"Drew Goddard (screenplay by), Andy Weir (based on the novel by)",0,1
The Master,R,1,A. O. SCOTT,There Will Be Megalomania,"Philip Seymour Hoffman and Joaquin Phoenix star in Paul Thomas Anderson’s imposing, confounding and altogether amazing new film.",2012-09-13,2012-09-21,2017-11-02 4:18,15800000,Drama,0,Paul Thomas Anderson,0,1
The Meddler,PG-13,1,MANOHLA DARGIS,"Review: In ‘The Meddler,’ a Yakkety Mom Comes of (a Certain) Age","As a mother and daughter, Susan Sarandon and Rose Byrne portray a mother-daughter relationship that grows up.",2016-04-21,2016-04-22,2017-11-02 4:18,NA,Comedy,1,Lorene Scafaria,1,0
The Meyerowitz Stories (New and Selected),NA,1,GLENN KENNY,Review: Adam Sandler Is a Revelation in ‘The Meyerowitz Stories’,"A career high, and not just for this film’s writer and director, Noah Baumbach.",2017-10-11,2017-10-13,2017-11-11 17:44,NA,Comedy,0,Noah Baumbach,0,0
The Mighty Macs,G,1,NEIL GENZLINGER,"Blazing a Feminist, and Hall of Fame, Trail","“The Mighty Macs” recounts how Cathy Rush turned the 1972 women’s basketball team at tiny Immaculata College into national champions, fighting stereotypes along the way.",2011-10-20,2011-10-21,2017-11-02 4:18,1889522,Drama,0,"Tim Chambers (screenplay), Tim Chambers (story), Anthony Gargano (story)",1,NA
The Missing Picture,NA,1,MANOHLA DARGIS,"Returning, in His Own Way, to the Killing Fields","In “The Missing Picture,” the director Rithy Panh uses figurines and the usual documentary devices to relay his personal story regarding Cambodia’s killing fields.",2014-03-18,2014-03-19,2017-11-02 4:18,31087,Documentary,0,"Rithy Panh, Christophe Bataille (commentary)",0,1
The Muppets,PG,1,STEPHEN HOLDEN,Getting the Gang Together Again,"In “The Muppets,” the same adorable fuzzy folks are back in theaters, as sweetly innocent and likable as ever.",2011-11-22,2011-11-23,2017-11-02 4:18,88625922,Adventure,0,"Jason Segel, Nicholas Stoller, Jim Henson (based on)",0,1
The New Girlfriend,R,1,STEPHEN HOLDEN,"Review: In ‘The New Girlfriend,’ a Widower’s Secret Life Is Revealed","The director François Ozon offers a serio-comic exploration of cross-dressing, gender fluidity and desire in his adaptation of a dark story by Ruth Rendell.",2015-09-17,2015-09-18,2017-11-02 4:18,281394,Drama,0,"Ruth Rendell (novel), François Ozon (screenplay)",0,0
The Peanuts Movie,G,1,NEIL GENZLINGER,Review: ‘The Peanuts Movie’ Curses the Red Baron in 3 Dimensions,The question with this revival of a franchise revered by nostalgic baby boomers is whether it will resonate with today’s 7-year-olds.,2015-11-05,2015-11-06,2017-11-02 4:18,106132048,Animation,0,"Craig Schulz (screenplay by), Bryan Schulz (screenplay by), Cornelius Uliano (screenplay by), Charles M. Schulz (based upon the comic strip by)",0,1
The Pirates! Band of Misfits,PG,1,MANOHLA DARGIS,Swashbumblers Roiling Madcap Seas,This stop-motion animation film from Aardman Animations about a band of hapless high-seas troublemakers is a curiosity cabinet of visual pleasures.,2012-04-26,2012-04-27,2017-11-02 4:18,31051126,Animation,0,"Gideon Defoe (book), Gideon Defoe (screenplay)",0,1
The Playroom,Not Rated,1,STEPHEN HOLDEN,"Suburban Perfection, With Warts",“The Playroom” is a drama about a seemingly ideal family in the 1970s that has several cracks below the surface.,2013-02-07,2013-02-08,2017-11-02 4:18,3900,Drama,1,Gretchen Dyer,0,0
The Price We Pay,NA,1,ANDY WEBSTER,Review: ‘The Price We Pay’ Maps a Web of Offshore Tax Havens,Harold Crooks’s documentary shows how the global financial system abets the growing concentration of wealth within a narrow minority.,2015-10-29,2015-10-30,2017-11-02 4:18,NA,Documentary,0,"Brigitte Alepin, Harold Crooks",NA,0
The Prison in Twelve Landscapes,NA,1,JEANNETTE CATSOULIS,Review: ‘The Prison in Twelve Landscapes’ Reveals the Invisible Tentacles of Mass Incarceration,An unexpectedly moving look at the elements of the confinement industry that hide in plain sight.,2016-11-03,2016-11-04,2017-11-02 4:18,NA,Documentary,0,Brett Story,NA,0
The Rape of Recy Taylor,NA,1,JEANNETTE CATSOULIS,Review: ‘The Rape of Recy Taylor’ Takes a Deep Dive Into Systemic Injustice,Nancy Buirski’s film is one of multiple layers and marvelous gumption.,2017-12-14,2017-12-15,2017-12-22 17:44,NA,Documentary,1,Nancy Buirski,0,0
The Road,R,1,JEANNETTE CATSOULIS,Crawling Backward in Time Into Haunted Real Estate,"“The Road” conjures a hushed, supernatural universe covering two decades after three joy-riding teenagers disappear at night.",2012-05-10,2012-05-11,2017-11-02 4:18,8025059,Adventure,0,"Joe Penhall (screenplay by), Cormac McCarthy (based on the book by)",0,1
The Salesman,PG-13,1,A.O. SCOTT,"Review: In ‘The Salesman,’ Scenes From a Marriage in Tehran","The ghost of Willy Loman hovers over this film from Asghar Farhadi, but it seems occupied with its own dramatic issues, our critic writes.",2017-01-26,2017-01-27,2017-11-02 4:18,11067,Drama,0,Asghar Farhadi,0,1
The Seasons in Quincy: Four Portraits of John Berger,NA,1,GLENN KENNY,Review: ‘The Seasons in Quincy: Four Portraits of John Berger’ Lauds a Renaissance Man,"These four film shorts, each by a different director, evoke aspects of a brilliant art historian and essayist living in the French Alps.",2016-08-30,2016-08-31,2017-11-02 4:18,NA,Documentary,0,"Ben Lerner, Tilda Swinton",0,NA
The Secret World of Arrietty,G,1,MANOHLA DARGIS,"In Realm of the Tiny, Standing Up to the Big","“The Secret World of Arrietty,” an animated children’s film from Studio Ghibli, has the small making wonderfully do in a world inhabited by, and made for, the big.",2012-02-16,2012-02-17,2017-11-02 4:18,19192510,Animation,0,"Mary Norton (novel), Hayao Miyazaki (screenplay), Keiko Niwa (screenplay)",0,0
The Sessions,R,1,STEPHEN HOLDEN,Therapy at Its Most Touching,"“The Sessions” is a touching, profoundly sex-positive film that equates sex with intimacy.",2012-10-18,2012-11-16,2017-11-02 4:18,5997134,Biography,0,"Ben Lewin (written for the screen by), Mark O'Brien (article)",0,1
The Shaft,NA,1,JEANNETTE CATSOULIS,Mining Frail Aspirations in Rural China,"The first feature from the young Chinese director Zhang Chi, “The Shaft” (“Dixia de Tiankong”) feels as though it were made by a very old soul.",2010-01-20,2010-01-22,2017-11-02 4:18,NA,Action,0,Dick Maas,0,NA
The Sleeping Beauty,Not Rated,1,MANOHLA DARGIS,No Sleep for a Beauty Who Seeks Adventure,"In Catherine Breillat’s “Sleeping Beauty” the princess doesn’t fall into a 100-year slumber, she hits the road for some adventure.",2011-07-07,2011-07-08,2017-11-02 4:18,28791,Drama,1,"Hans Christian Andersen (story ""The Snow Queen""), Catherine Breillat (screenplay), Charles Perrault (story)",1,0
The Social Network,PG-13,1,MANOHLA DARGIS,"Millions of Friends, but Not Very Popular","David Fincher’s film is less of a biopic of the Facebook co-founder than a gloss on the boot-up, log-on, plug-in generation.",2010-09-23,2010-10-01,2017-11-02 4:18,96400000,Biography,0,"Aaron Sorkin (screenplay), Ben Mezrich (book)",0,1
The Son of Joseph,NA,1,BEN KENIGSBERG,Review: ‘The Son of Joseph’ Fancifully Repackages the Nativity,"Eugène Green’s new movie is divided into five sections, each titled after a biblical episode.",2017-01-12,2017-01-13,2017-11-02 4:18,28753,Drama,0,Eugène Green (screenplay),0,0
The Standbys,NA,1,NEIL GENZLINGER,Waiting With Bittersweet Anxiety for Their Moment,The director Stephanie Riggs follows the tribulations of three actors who are on call to step in for a star in a stage show.,2014-02-20,2014-02-21,2017-11-02 4:18,NA,Documentary,1,N/A,1,NA
The Stanford Prison Experiment,R,1,NEIL GENZLINGER,Review: ‘The Stanford Prison Experiment’ Revisits the Psychology of Power and Abuse,The film is about the notorious 1971 psychological study in which students were recruited to play either guards or inmates in a make-believe prison.,2015-07-16,2015-07-17,2017-11-02 4:18,NA,Biography,0,"Tim Talbott, Philip Zimbardo (based on the book ""The Lucifer Effect"")",0,0
The Take,R,1,NEIL GENZLINGER,Review: A Pickpocket Is Recruited by the C.I.A. in ‘The Take’,"Idris Elba and Richard Madden star in this well-executed variation of the buddy-cop formula, set in Paris.",2016-11-17,2016-11-18,2017-11-02 4:18,41546,Action,0,"Andrew Baldwin, James Watkins",0,NA
The Thoughts That Once We Had,NA,1,JEANNETTE CATSOULIS,"Review: ‘The Thoughts That Once We Had,’ a Cinematic Flight",A montage of film clips that takes us on a wild ride through cinematic history.,2016-06-02,2016-06-03,2017-11-02 4:18,NA,Documentary,0,Gilles Deleuze (inspired by the works of),NA,NA
The Three Stooges,PG,1,MANOHLA DARGIS,"Wry and Subtle Jesting? Not Here, Knucklehead","“The Three Stooges” is Peter and Bobby Farrelly’s paean to Moe, Larry and Curly and the art of the eye poke.",2012-04-12,2012-04-13,2017-11-02 4:18,41800000,Comedy,0,"Mike Cerrone, Bobby Farrelly, Peter Farrelly",0,0
The To Do List,R,1,NEIL GENZLINGER,Some Things You Can’t Learn From a Book,"In “The To Do List,” Aubrey Plaza plays a smart and driven high school graduate who decides that she has been missing something and sets out to lose her virginity.",2013-07-25,2013-07-26,2017-11-02 4:18,3400000,Comedy,1,Maggie Carey,1,NA
The Treasure,NA,1,A. O. SCOTT,"Review: In ‘The Treasure,’ Digging for Something of Value in Romania","Corneliu Porumboiu, this film’s director, waits for dramatic events to arise instead of forcing the action.",2016-01-07,2016-01-08,2017-11-02 4:18,NA,Comedy,0,Corneliu Porumboiu,0,0
The Trust,R,1,NEIL GENZLINGER,Review: Cops in ‘The Trust’ Spice Up Deadly Dull Jobs,"Nicolas Cage and Elijah Wood play police-department partners who deal with boredom, social invisibility and pent-up rage by planning a heist.",2016-05-12,2016-05-13,2017-11-02 4:18,NA,Crime,0,"Benjamin Brewer, Adam Hirsch",0,NA
The Unknown Girl,NA,1,A.O. SCOTT,Review: The Hard Road of Decency in ‘The Unknown Girl’,A young doctor struggles with her conscience in this latest film from the Dardenne brothers.,2017-09-07,2017-08-25,2017-11-02 4:18,142332,Crime,0,"Jean-Pierre Dardenne (screenplay), Luc Dardenne (screenplay)",1,0
The Wailing,NA,1,GLENN KENNY,"Review: ‘The Wailing’ Will Scare You, and Break Your Heart",Na Hong-jin’s movie about demonic possession is an expansive and often excruciating horror film from South Korea.,2016-06-02,2016-06-03,2017-11-02 4:18,785405,Horror,0,Hong-jin Na,0,0
The Walk,PG,1,A. O. SCOTT,Review: ‘The Walk’ Captures High-Wire Bravado at World Trade Center,Robert Zemeckis restages the tightrope journey that Philippe Petit (Joseph Gordon-Levitt) took between the twin towers in 1974.,2015-09-26,2015-10-09,2017-11-02 4:18,8064239,Adventure,0,"Robert Zemeckis (screenplay), Christopher Browne (screenplay), Philippe Petit (book)",0,0
The Wedding Plan,PG,1,BEN KENIGSBERG,"Review: She’s Got ‘The Wedding Plan,’ With a Groom TBD","Rama Burshtein received acclaim for her debut feature, “Fill the Void.” Now she’s back with another biting, multilayered romantic comedy.",2017-05-11,2017-05-12,2017-11-02 4:18,NA,Comedy,1,Rama Burshtein,1,0
The Wise Kids,Not Rated,1,STEPHEN HOLDEN,Teenagers Perplexed About Faith and Sexuality,"“The Wise Kids” is an exploration of the growing pains of Christian teenagers in a Baptist church in Charleston, S.C., who confront uncertainties about their sexuality and faith.",2012-03-15,2012-03-16,2017-11-02 4:18,NA,Drama,0,Stephen Cone,1,NA
The Witch,R,1,MANOHLA DARGIS,"Review: In ‘The Witch,’ a Family’s Contract With God Is Tested","Around 1630 in New England, a family leaves a plantation to settle down alone at the edge of a forest.",2016-02-18,2016-02-19,2017-11-02 4:18,19239494,Horror,0,Robert Eggers,1,0
The Wolf of Wall Street,R,1,A. O. SCOTT,When Greed Was Good (and Fun),"Martin Scorsese’s “The Wolf of Wall Street” is three hours full of sex, drugs and conspicuous consumption, but what does it say about us?",2013-12-24,2013-12-25,2017-11-02 4:18,91330760,Biography,0,"Terence Winter (screenplay), Jordan Belfort (book)",0,1
The Woman Who Left,NA,1,A.O. SCOTT,"Review: ‘The Woman Who Left’ Is an Epic, Intimate Tale of Injustice","From the modern Philippines, Lav Diaz’s haunting and pessimistic take on a Tolstoy story.",2017-05-18,2017-05-19,2017-11-02 4:18,NA,Drama,0,"Lav Diaz (screenplay), Leo Tolstoy (inspired by his short story ""God Sees the Truth,  But Waits"")",1,0
The Women's Balcony,NA,1,NICOLE HERRINGTON,Review: Religion Tests Gender Politics in ‘The Women’s Balcony’,"The power and resourcefulness of women are on display in this small-scale comedy, which manages to speak to a broader political movement.",2017-05-25,2017-05-26,2017-11-02 4:18,1187629,Comedy,0,Shlomit Nehama,1,0
The Woodmans,Not Rated,1,STEPHEN HOLDEN,Self-Portrait of the Artist as a Suicide,This documentary focuses on the artistic family of a young photographer who committed suicide.,2011-01-18,2011-01-18,2017-11-02 4:18,38330,Documentary,0,N/A,1,0
