"display_title","summary_short","critics_pick"
"The Impossible","The Impossible starring Naomi Watts and Ewan McGregor can be described as a horror film with nature as the villain",0
"The Incomparable Rose Hartman","Otis Masss documentary portrait of a Manhattan celebrity photographer reflects a talented but exasperating pro",0
"The Incredible Burt Wonderstone","In The Incredible Burt Wonderstone Steve Carell is a successful Las Vegas magician who faces a challenge from a takenoprisoners newcomer played by Jim Carrey",0
"The Infiltrator","Based on a memoir the film depicts a federal agent who poses as a money launderer to combat Pablo Escobars cocaine cartel",0
"The Institute","The Institute wavers between documentary and exploratory simulation in exploring an alternatereality game",0
"The Intern","Robert De Niro plays Ben a gentle father figure who comes equipped with a laundered handkerchief in Nancy Meyerss latest film",0
"The Internship","In The Internship set in a mockup of Googles headquarters Vince Vaughn and Owen Wilson play analog guys thrust into a digital world",0
"The Intervention","The film written and directed by Clea DuVall finds a group of 30somethings gathering to encourage a married couple to break up",0
"The Invitation","In this film directed by Karyn Kusama theres something off about the hostess her lair of a house and some of the guests",0
"The Iron Lady","Iron Lady about the former British prime minister Margaret Thatcher is the story of a widow and a halfabandoned mother who happened to have been one of the most powerful women of the 20th century",0
"The Island Funeral","This second feature by the Thai director Pimpaka Towira finds three young adults on an enigmatic journey",0
"The Ivory Game","This documentary filmed in Africa and China ruminates on the high stakes of poachers killing these animals for their tusks",0
"The Joneses","In The Joneses a fake family is dispatched to suburbia to seduce the natives into buying more stuff",0
"The Journey","Nick Hamms drama imagines a fictional drive shared by the Irish republican leader Martin McGuinness and the Unionist Ian Paisley",0
"The Juche Idea","The Juche Idea is a mockumentary set in North Korea but about capitalism too",0
"The Judge","In 8220The Judge8221 family dynamics become more strained after a lawyer returns home for his mother8217s funeral",0
"The Jungle Book","This Disney redo by Jon Favreau is a liveaction movie thats heavy on CGI and a sunny vibe borrowed from the 1967 original",0
"The Karate Kid","Jaden Smith has the Ralph Macchio role and Jackie Chan the Pat Morita part in this remake of a 1980s classic transplanted to China",0
"The Keeping Room","The British director Daniel Barber labors to impress in this Southern period thriller with two Union soldiers preying on two sisters and a slave",0
"The King's Choice","The movie sluggishly charts how the ceremonial king acquired real negotiating power during a crisis",0
"The King's Speech","The Kings Speech a buddy story about aggressively charming opposites  Colin Firth as the stutterer who would be king and Geoffrey Rush as his speech therapist",0
"The Last Airbender","The Last Airbender can serve as a reminder of how difficult it can be to inaugurate a fantasyaction franchise",0
"The Last Christeros","The Last Christeros follows a band of 1930s rebels through the Mexican wilderness as they struggle with loneliness and fatigue",0
"The Last Dalai Lama?","This documentary examines why the Dalai Lama is being careful to protect his lineage from Chinese interference",0
"The Last Exorcism Part II","In The Last Exorcism Part II the victim of the first film in this series is in a house for recovering trauma patients in New Orleans when her demon again comes acourting",0
"The Last Face","In wartorn Liberia Charlize Theron and Javier Bardem face a big problem how to keep their knotty relationship from fizzling",0
"The Last Lions","The Last Lions a heartheavy wildlife documentary about the burdens of parenthood in a lion family was created by Dereck and Beverly Joubert and narrated by Jeremy Irons",0
"The Last New Yorker","The best thing about The Last New Yorker is its evocation of the relentless speed with which the city tears down and rebuilds itself",0
"The Last Ride","The Last Ride is Harry Thomasons dreary imagining of the final days of the troubled countrymusic legend Hank Williams",0
"The Last Rites of Joe May","A tough guy leaves the hospital gets on a bus and goes for a drink before returning to the apartment he left behind only to find it occupied",0
"The Last Sentence","The Last Sentence is a fictionalization of how the Swedish journalist Torgny Segerstedt positioned himself on the right side of history by writing an editorial that declared Herr Hitler is an insult",0
"The Last Song","A recent high school graduate named Ronnie arrives at her fathers house on the Georgia coast and finds romance with a beach volleyball player",0
"The Last Stand","In The Last Stand Arnold Schwarzenegger plays the sheriff of a small town near Mexico who has to stop a drug lord headed for the border in a supercharged Corvette",0
"The Last Station","To say that the actors in The Last Station overdo it would be an understatement",0
"The Last Witch Hunter","Vin Diesel has been doing battle with an evil queen since medieval times and their animosity has just become nastier",0
"The Last Word","The 82yearold actress holds your attention but this film about a woman padding out her future obituary has an artificial ring",0
"The Late Bloomer","This comedy directed by Kevin Pollak searches somewhat desperately for laughs in the premise of 30yearolds acting like frat boys",0
"The Layover","Two longtime friends played by Alexandra Daddario and Kate Upton take a trip to Florida and end up vying for their seatmates attention",0
"The Lazarus Effect","Olivia Wilde stars as a researcher brought back from the dead in David Gelb8217s horror thriller",0
"The Legend of Hercules","The Legend of Hercules directed by Renny Harlin has lots of abs and Kellan Lutz as the title demigod",0
"The Legend of Tarzan","Alexander Skarsgard is Tarzan who returns to the jungle with his manmuscles in Congo with an American who believes people are being enslaved",0
"The Lego Batman Movie","Warner Bros offers amusement at its own expense and Will Arnett gives great voice to Gothams brooder but this new movie is still a commercial",0
"The Lego Movie","The Lego Movie flirts with flouting its marketing imperative even as it embodies it",0
"The LEGO Ninjago Movie","A father a son and the battle to save a snappedtogether city",0
"The Letters","William Rieads film follows this nun as she decides to work with the impoverished in Kolkata",0
"The Life and Crimes of Doris Payne","The documentary The Life  Crimes of Doris Payne tells the story of a career criminal a jewel thief now in her 80s who pretends to be one of the rich in order to steal from them",0
"The Limehouse Golem","Bill Nighy pursues a serial killer in 19thcentury London in Juan Carlos Medinas film",0
"The Lincoln Lawyer","Matthew McConaughey plays a Los Angeles shyster in The Lincoln Lawyer adapted from Michael Connellys crime novel",0
"The Little Bedroom","8216The Little Bedroom8217 in French takes a close look at two human beings sharing their grief while one takes care of the other",0
"The Little Death","Josh Lawson8217s polite sex comedy has the soul of a sitcom",0
"The Little Hours","The film borrows from Boccaccio with a sprinkling of Monty Python for this irreverent comedy set in an Italian convent",0
"The Lone Ranger","Gore Verbinskis reimagining of The Lone Ranger tries to give todays kids their own version of the whitehat western hero with his laconic Indian sidekick",0
"The Longest Ride","A young couple from different worlds find the road to enduring love is paved with complications some preposterous some lifethreatening",0
"The Look of Silence","This documentary by the American filmmaker Joshua Oppenheimer like its companion film 8220The Act of Killing8221 examines the mass killings that began in the country in 1965",0
"The Looking Glass","Two generations try to connect in this film starring Dorothy Tristan who also wrote the film and is directed by her husband John Hancock",0
"The Losers","The Losers yet another movie about a team of grunting smart alecks with big guns and cool toys isnt the kind of flick you can call exactly new",0
"The Love Punch","In the comedy The Love Punch a couple worried about their nest egg decide to steal a diamond",0
"The Love We Make","Ten years after the event The Love We Make documents a rock concert in honor of rescue workers",0
"The Lovely Bones","A victim obsessed with the lives that go on without her is at the center of The Lovely Bones",0
"The Lovers","In this film from Roland Joff233 the fortunes of two rings in 1778 India have a ripple effect on a diving mission hundreds of years later",0
"The Lovers and the Despot","This documentary looks at how and why a South Korean actress Choi Eunhee and a once successful film director Shin Sangok landed in North Korea",0
"The Lucky One","The Lucky One starring Zac Efron as a traumatized Iraq war veteran who walks to Louisiana has all the trademarks of a Nicholas Sparks movie",0
"The Magic Of Belle Isle","The Magic of Belle Isle directed by Rob Reiner stars Morgan Freeman as a drunken oncecelebrated writer whose move to a summer lakeside cabin gives him a new perspective on life",0
"The Magician","If the aim of The Magician is to prove that the life of the average hit man is as grindingly tedious as that of the average road sweeper then mission accomplished",0
"The Magnificent Seven","Ethan Hawke Chris Pratt and Vincent DOnofrio help round out the cast of this western remake as outlaws who band together to protect a terrorized town",0
"The Maid's Room","In The Maids Room a livein maid in the Hamptons gains some leverage over her employers",0
"The Man On Her Mind","The Man on Her Mind based on a play by Alan Hruska deals with objects of desire real and imaginary",0
"The Man Who Invented Christmas","This drama purports that Charles Dickens took inspiration for his fictional characters from reallife encounters",0
"The Man Who Knew Infinity","This film centers on Srinivasa Ramanujan a brilliant mathematician from India and his unlikely friendship with the Cambridge professor GH Hardy",0
"The Man With the Iron Fists","In The Man With the Iron Fists the hiphop artist RZA of the WuTang Clan has assembled a homage to the martial arts genre known as wuxia",0
"The Matchmaker","Avi Neshers Matchmaker is a comingofage tale in which a teenager living in Haifa Israel in 1968 spends a summer doing background checks for a scarred matchmaker",0
"The Maze Runner","8220The Maze Runner8221 a youngadult dystopian story finds a platoon of boys lost in a strange setting",0
"The Measure of a Man","Vincent Lindon who won a the best actor award at Cannes for his role stars as an alienated security guard in this film from Stphane Briz",0
"The Mechanic","A hit man takes on a protg in this remake of the 1972 Charles Bronson film",0
"The Mend","Two brothers contend with girlfriends past and present in John Magarys characterdriven study of masculinity",0
"The Midnight Swim","Sarah Adina Smith8217s chiller about three sisters at a lakeside home has one foot in its genre and one in a whole other place",0
"The Midwife","Two great French actresses Catherine Deneuve and Catherine Frot share the screen in this film about forgiveness and redemption",0
"The Miners' Hymns","Bill Morrisons documentary uses found footage to recall the days when coal fueled Britain and to recount the demise of the mining trade",0
"The Misfortunates","A Belgian film about the experiences of an alcoholic clan as observed by a 13yearold boy",0
"The Monuments Men","In The Monuments Men George Clooney stars as an art historian who leads a quirky crew in a World War II operation to recover troves of artworks stolen by the Nazis",0
"The Mortal Instruments: City of Bones","In The Mortal Instruments a new Shadowhunter  part human part angel  is recruited into the battle to rid New York of demons and perhaps short shorts",0
"The Motel Life","The Motel Life based on a novel by Willy Vlautin follows two brothers around seedy locales in the West",0
"The Mountain Between Us","Idris Elba and Kate Winslet crash into a mountain  and each other  in this drama",0
"The Moving Creatures","Written and directed by Caetano Gotardo this threepart movie about Brazilian families is a chilling reminder that a simple life is no shield against the disastrous",0
"The Mummy","This reboot of a monster franchise could have been creepy or campy but it settles for the dreary actionblockbuster template",0
"The Music of Strangers","Morgan Nevilles documentary follows the ensemble and discusses the relevance of music in a violent world Lovely to watch its even more beautiful to hear",0
"The Muslims Are Coming","The Muslims Are Coming documents a road trip by MuslimAmerican comedians whose goal is to counter antiIslamic prejudice",0
"The Naked Room","The Naked Room presents an upclose view of children grappling with emotional trauma in a psychiatric hospital in Mexico City",0
"The Neon Demon","This puerile movie from the Danish filmmaker Nicolas Winding Refn is set in the highfashion modeling world of Los Angeles Elle Fanning and Keanu Reeves star",0
"The Network","Afghanistans first independent TV operation is the subject of the documentary The Network",0
"The New Radical","The documentary follows Cody Wilson who published plans to create a gun using a 3D printer",0
"The New Year","Dating flirting and fighting boredom with a dying father in the background",0
"The Next Three Days","The Next Three Days a thriller written and directed by Paul Haggis is in many respects oldfashioned but is also a kind of cinematic Illegal Activity for Dummies",0
"The Nice Guys","Shane Blacks convoluted caper blends popculture riffs from the 70s with a zany mix of mistaken identity nudity and grisly murders",0
"The Night Before","Seth Rogen Anthony Mackie and Joseph GordonLevitt star as friends honoring their Christmas Eve tradition of holiday debauchery",0
"The Nightingale","Philippe Muyls film follows a bigcity girl her grandfather and his pet bird on a visit to the countryside",0
"The Nightmare","Mr Ascher uses reenactments to help tell the stories of eight people with this disorder",0
"The Nine Muses","The Nine Muses by the British director John Akomfrah documents in severe winter landscapes the English immigrant experience in the decades after World War II",0
"The Normals","In The Normals directed by Kevin Connors a jobless man in his 20s agrees to take an experimental antipsychotic drug to escape debt collectors",0
"The November Man","In The November Man geopolitical intrigue ranks second to daddy issues among CIA operatives in Eastern Europe",0
"The Numbers Station","The Numbers Station a spy drama starring John Cusack and Malin Akerman unfolds in a concrete bunker",0
"The Nut Job","The animated feature The Nut Job centers on a gang of humans trying to rob a bank and a group of squirrels attempting a heist of a nut store",0
"The Nut Job 2","A profiteering mayor threatens to displace a city parks animal residents unless a grumpy squirrel named Surly can wreck his plans",0
"The Odd Life of Timothy Green","The Odd Life of Timothy Green features a little boy of sorts who by his magical guileless presence manages to make everybody nicer",0
"The Offering","Kelvin Tongs horror movie tries to hit as many genre notes as possible including spinning heads and pushy demons",0
"The One","The One about a man engaged to be married who discovers that he is gay is a comingout film by Caytha Jentis",0
"The Ones Below","For two couples sharing a London townhouse the joys of expecting take a dark turn in this thriller the feature debut of David Farr",0
"The Only Living Boy in New York","Marc Webbs movie has an allstar cast Jeff Bridges Cynthia Nixon Pierce Brosnan Yet it lacks a proper story for them",0
"The Oogieloves in the Big Balloon Adventure","Silliness runs rampant for the Oogieloves and their young friends on screen and in the movie theater audience",0
"The Oranges","The Oranges is a dysfunctionalfamily comedy that backs away in terror from its potentially explosive subject",0
"The Oregonian","The Oregonian is creepy silly startling irritating and sometimes disgusting",0
"The Oscar Nominated Short Films 2014","The shortfilm nominees for Oscars  animated live action and documentaries from around the world  can be viewed together in three collections",0
"The Other City","This documentary looks at the HIV infection rate in Washington",0
"The Other Dream Team","In the documentary The Other Dream Team political history and sports mania merge",0
"The Other Guys","Will Ferrell teams with the director Adam McKay again this time at a police station with Mark Wahlberg",0
"The Other Woman","In The Other Woman a comedy directed by Nick Cassavetes Cameron Diaz plays a lawyer who learns that her lover is not only married but has other girlfriends as well",0
"The Ottoman Lieutenant","A nurse travels to the Ottoman Empire on the eve of World War I Can romance blossom amid earthshaking events",0
"The Outrageous Sophie Tucker","This documentary details the life and career of Tucker a hobnobbing 20thcentury jazz singer known for her big voice",0
"The Over the Hill Band","Three Belgian septuagenarians look to resurrect their old singing group in the dramedy The Over the Hill Band",0
"The Overnight","Bland meets bold in The Overnight a comedy that coyly dips its toe and a few other body parts in the new sexual revolution",0
"The Pact II","In 8220The Pact 28221 a woman who cleans up crime scenes for a living finds herself pursued by a malevolent spirit",0
"The Painting","The Painting is an animated film populated by characters living inside an unfinished canvas who go in search of their creator",0
"The Paranoids","The Paranoids plays like a dawdling sitcom that strings together small incidents into not very much",0
"The Parking Lot Movie","Watching The Parking Lot Movie a quirky documentary about yes a parking lot is probably not unlike working at such a lot",0
"The Penguin Counters","This documentary follows biologists to Antarctica where they estimate the animals numbers and gauge the damage of climate change",0
"The Perfect Game","The Perfect Game tells the tale of a ragtag Mexican team that improbably wins the Little League World Series",0
"The Perfect Guy","Michael Ealy plays a computersecurity analyst and Sanaa Lathan the object of desire he just can8217t quit in this thriller directed by David M Rosenthal",0
"The Perfect Match","Bille Woodruffs circleoffriends romantic comedy puts a commitmentphobic Los Angeles talent agent in the path of a ravishing mystery woman",0
"The Perks of Being a Wallflower","The Perks of Being a Wallflower about an introvert touches on the themes often found in movies about teenagers",0
"The Pervert's Guide to Ideology","The Perverts Guide to Ideology is the second critical analysis of what values the movies are really imparting by the philosopher Slavoj Zizek",0
"The Pickle Recipe","In this comedy a grandson in need of money plots with an uncle to steal the recipe for his grandmothers famous pickles",0
"The Place Beyond the Pines","The Place Beyond the Pines set in and around Schenectady NY is a tripartite tale in which the sins of the fathers are visited upon the sons",0
"The Pleasures of Being Out of Step","The Pleasures of Being Out of Step is a documentary about the music critic and First Amendment defender Nat Hentoff",0
"The Portuguese Nun","Eugne Greens film The Portuguese Nun is infused with a melancholy intensity that is both seductive and strange",0
"The Possession","In The Possession a box that a child clings to is the source of all kinds of demonic mischief",0
"The Possession of Michael King","The Possession of Michael King centers on a documentary maker who challenges supernatural forces to do their worst to him",0
"The Preppie Connection","This film is inspired by events in 1984 at Choate Rosemary Hall in Connecticut where a student was accused of smuggling cocaine to sell to classmates",0
"The President","A dictator and his grandson on the run during a political revolution hide incognito among the citizenry in this film from Mohsen Makhmalbaf",0
"The Pretty One","The Pretty One stars Zoe Kazan as a pair of twins one mousy and insecure the other vivacious When the popular twin dies in a car accident her sister decides to assume her identity",0
"The Program","In this Stephen Frears film Ben Foster plays Armstrong the cyclist disgraced and stripped of victories after a doping scandal",0
"The Promise","Oscar Isaac Christian Bale and Charlotte Le Bon star in this wartime romance with a heavy subject genocide but a corny plot",0
"The Protector 2","A sequel to The Protector revolves around another kidnapping of the sacred elephant Khon",0
"The Pulitzer at 100","A film about a prize for excellence in journalism and the arts shares some winners insights but not enough",0
"The Purge","In The Purge with Ethan Hawke and Lena Headey an America of the future allows crime with impunity once a year",0
"The Purge: Anarchy","In The Purge Anarchy Americans are again asked to spend a night running amok and killing",0
"The Purge: Election Year","In the third chapter of James DeMonacos dystopian series a senator joins insurgents who oppose the yearly overnight killing spree in the title",0
"The Pyramid","An archaeological team and a documentary crew get stuck in an ancient Egyptian tomb in 8220The Pyramid8221 starring Denis O8217Hare and Ashley Hinshaw",0
"The Queen of Spain","Fernando Truebas light ensemble comedy is a romp that pillories Hollywoods dealmaking with the Franco regime in the 1950s",0
"The Quiet Ones","In The Quiet Ones a professor and his aides experiment with a possible cure for a haunted young woman in an isolated house",0
"The Quitter","The Quitter directed by and starring Matthew Bonifacio focuses on a washedup baseball star",0
"The Raid 2: Berandal","Neither the undercover drama in The Raid 2 nor its twoandahalfhour length bog down its numerous bracing and bloody brawls",0
"The Raid: Redemption","The Raid Redemption written and directed by Gareth Huw Evans tells of a police action against a crime lord complete with meticulous and bloody fight scenes",0
"The Railway Man","Colin Firth stars as Eric Lomax a British Army officer who served and suffered during World War II in this movie based on Lomaxs memoir",0
"The Raven","The Raven reimagines Poe in his final days as a heroic crime fighter tracking down a diabolical serial killer",0
"The Reagan Show","A documentary assembled from archival video offers a glimpse of the 40th presidents character but focuses mostly on relations with the Soviets",0
"The Red Chapel","In The Red Chapel a Danish journalist sets out to punk North Korea by arranging to visit it with two DanishKorean comedians",0
"The Red Turtle","This largely nonverbal animated FrenchBelgianJapanese coproduction from Studio Ghibli the home of Hayao Miyazaki flirts with ecomysticism",0
"The Retrieval","In The Retrieval written and directed by Chris Eska a black youngster working for Civil War bounty hunters helps them capture black fugitives",0
"The Revenant","The film directed by Alejandro G Irritu and starring Leonardo DiCaprio is based on true terrible events in the early American West",0
"The Revenant","The film directed by Alejandro G Irritu and starring Leonardo DiCaprio is based on true terrible events in the early American West",0
"The Revenant","In The Revenant a goodhearted soldier dies becomes a zombie and realizes he needs infusions of human blood to remain undead",0
"The Revenant","In The Revenant a goodhearted soldier dies becomes a zombie and realizes he needs infusions of human blood to remain undead",0
"The Revolutionary Optimists","Children in India campaign for a proper waterdelivery system in Revolutionary Optimists",0
"The Rewrite","Marc Lawrence8217s comedy focuses on a formerly successful screenwriter who takes a teaching job at Binghamton University",0
"The Rise and Rise of Bitcoin","The documentary 8220The Rise and Rise of Bitcoin8221 directed by Nicholas Mross looks at softwarebased currency",0
"The Rite","The Rite a supernatural thriller starring Anthony Hopkins as a Jesuit expert in exorcism piles on clichs while dealing with the serious serious business of diabolical evil",0
"The Road to Freedom","The Road to Freedom stars Joshua Fredric Smith as Errol Flynns son Sean a photojournalist who disappeared in Cambodia during the Vietnam War",0
"The Robber","The Robber based on a novel based on the exploits of an actual Austrian bank robber and longdistance runner is the rare mashup of genre material and arthouse sensibility",0
"The ROMEOWS (Retired Older Men Eating Out Wednesdays)","Theres nothing flashy about the subjects of The Romeows  Retired Older Men Eating Out Wednesdays  but what theyve created matters",0
"The Rooftop","Romance rivalry and urban fantasy unfold in The Rooftop a musical action film that pays homage to everyone from Busby Berkeley to to the Coen brothers",0
"The Roommate","The film  a ripoff of Barbet Schroeders deliciously trashy 1992 thriller Single White Female  staggers from limp beginning to lame conclusion",0
"The Rover","In The Rover set in a bleak Australia a man sets out for revenge after thugs take his vehicle",0
"The Ruins of Lifta","This documentary by Menachem Daum and Oren Rudavsky focuses on the fate of an old Arab village on the outskirts of Jerusalem",0
"The Rum Diary","The Rum Diary based on an early novel by Hunter S Thompson stars Johnny Depp as a young writer named Paul Kemp a Thompson alter ego",0
"The Runaways","The Runaways evokes its moment and milieu with affectionate almost uncanny fidelity",0
"The Runner","Written and directed by Austin Stark this movie follows a Louisiana congressman trying to clean up his life after the Deepwater Horizon catastrophe",0
"The Salt of the Earth","8220The Salt of the Earth8221 a film by Wim Wenders and Juliano Ribeiro Salgado illustrates the way Sebasti227o Salgado8217s photographs create beauty by capturing pain violence and deprivation",0
"The Sea of Trees","Matthew McConaughey stars as a professor who enters a Japanese forest to end his life There he meets a businessman played by Ken Watanabe with the same goal",0
"The Search for General Tso","Ian Cheney8217s documentary 8220The Search for General Tso8221 is about history heritage and struggle as much as about a certain chicken dish popular in Chinese restaurants",0
"The Second Best Exotic Marigold Hotel","The director John Madden and the screenwriter Ol Parker hype the pageantry in this sequel to the 2012 hit about Britons recruited to spend their sunset years in Jaipur India",0
"The Second Mother","In Anna Muylaert8217s Brazilian drama the maid8217s teenage daughter comes to visit and doesn8217t seem to care for a lot of the rules",0
"The Secret in Their Eyes","This Argentine murder mystery tinged with regret and longing won the Academy Award for best foreignlanguage film",0
"The Secret Life of Pets","This film is clearly the work of dog people and traffics  like nearly every other movie in its genre  in some tired antifeline stereotypes",0
"The Secret Life of Walter Mitty","In 8220The Secret Life of Walter Mitty8221 Ben Stiller is an office drone with an active fantasy life",0
"The Secret Lives of Dorks","A nerd who lusts after the hottest girl in high school is reluctantly paired with another social outcast in The Secret Lives of Dorks",0
"The Sense of an Ending","Adapted from Julian Barness 2011 novel Ritesh Batras film portrays an emotionally detached man gingerly revisiting his past",0
"The Seven Five","Tiller Russells documentary focuses on Michael Dowd a Brooklyn police officer who in the late 1980s was earning 4000 a week from illegal dealings with drug organizations",0
"The Shack","Sam Worthington and Octavia Spencer star in The Shack a Christianthemed film based on a best seller",0
"The Shallows","Blake Lively stars as a young woman on a surfing mission in this thriller But a really really big shark has its own ravenous plans",0
"The Short Game","The Short Game is a documentary about 7 and 8yearolds competing in an international juniorgolf championship",0
"The Show About the Show","Caveh Zahedi the films director and star recounts the misadventures experienced while producing an initially sexually explicit semidocumentary series",0
"The Sitter","The Sitter an onandoff funny rehash of Adventures in Babysitting centers on a college dropout who reluctantly agrees to mind three children for pay",0
"The Skinny","In The Skinny PatrikIan Polk delivers messages about sexual responsibility and abiding friendship with uneven results",0
"The Skyjacker's Tale","A documentary by Jamie Kastner is about a fugitive convicted in the deaths of eight people at a golf course in the Virgin Islands",0
"The Smurfs","The Smurfs mixes animation and actors including Neil Patrick Harris and Hank Azaria to give characters from the 1980s TV show a New York adventure",0
"The Smurfs 2","Smurf essence is the elusive goal in The Smurfs 2",0
"The Snowman","Michael Fassbender and other talented people wander through this leaden mess",0
"The Song","In 8220The Song8221 a country music singer faces temptations on the road and chooses the straight and narrow only after having indulged in pleasures and debaucheries",0
"The Sorcerer's Apprentice","Nicolas Cage stars in a tale of supernatural powers an ancient conflict and an NYU student with a crush",0
"The Sound of Insects","The Sound of Insects is adapted from a novel based on the real diary of a man who decided to commit suicide by starving himself to death",0
"The Space Between Us","Peter Chelsoms movie concerns a young human Asa Butterfield raised in isolation on Mars who visits Earth and a videochat pal Britt Robertson",0
"The Spectacular Now","James Ponsoldts new film The Spectacular Now is a tale of a teenager and the speed bumps at the end of high school",0
"The Spy Next Door","The Spy Next Door is a goodhumored flurry of blown stunts and botched lines",0
"The Story of Luke","In The Story of Luke a highfunctioning autistic man faces enormous changes to his sheltered life",0
"The Sunshine Makers","Cosmo Feilding Mellens documentary suggests that two young men saw themselves as spreading transcendence one hit at a time",0
"The Supreme Price","8220The Supreme Price8221 directed by Joanna Lipper depicts Nigeria8217s Abiola family as alltoohuman leaders of a democracy movement",0
"The Suspect","The Suspect centers on a former North Korean operative who is on the run after being framed for the murder of his boss",0
"The Sweeney","The Sweeney follows Jack Regan the leader of an elite London police unit whose tactics emulate those of the thugs it pursues",0
"The Swimsuit Issue","The Swimsuit Issue follows a crew of middleaged men not particularly buff or aquatic as they train for a world championship in synchronized swimming",0
"The Switch","A scatterbrained romantic comedy stars Jennifer Aniston as a single mother whose young son is not the child of the man she selected as a sperm donor",0
"The Tainted Veil","This head covering worn by many Muslim women is discussed at length in this documentary",0
"The Taiwan Oyster","An untimely death leads two Americans on an existential journey in The Taiwan Oyster",0
"The Taqwacores","The Taqwacores aims for a provocative anarchic cool by juxtaposing Islam and punk rock",0
"The Taste of Money","Most of The Taste of Money takes place in the palatial home of a Korean family whose wealth influence and corruption approach Borgiaesque dimensions",0
"The Teacher","The Czech director Jan Hrebejks new film shows that a culture of collaboration requires active participation even if subconscious",0
"The Theory of Everything","Eddie Redmayne stars in James Marsh8217s 8220The Theory of Everything8221 a biographical drama about Stephen Hawking8217s health marriage and other struggles",0
"The Thing","The Thing is a prequel to the 1982 film about scientists in the Antarctic and the menacing alien guest who wasnt invited to the party",0
"The Thorn in the Heart","A family memoir is told without the filmmakers usual embroidery",0
"The Three Musketeers","The Three Musketeers stars Christoph Waltz as the villainous Cardinal Richelieu",0
"The Ticket","In this drama Dan Stevens is exceptional as a blind man who is less than happy with what he sees after his sight is restored",0
"The Tiger Hunter","Its 1979 and one aspiring engineer is ready for America and to win over his childhood sweetheart",0
"The Time Being","The Time Being with Frank Langella as a dying eccentric doesnt really go anywhere but provides pretty pictures along the way",0
"The Topp Twins: Untouchable Girls","Leanne Pooleys film looks at the phenomenon of the Topps countrysinging lesbian twins from New Zealand",0
"The Tourist","Angelina Jolie and Johnny Depp star in a thriller set in Europe where an American visitor falls in with a gorgeous woman of questionable motives",0
"The Town","Somewhat less generic than its title The Town is a solid minor entry in the annals of Boston crime drama",0
"The Transporter Refueled","Jason Statham sits out the fourth installment of this series and the main returning cast member is a soupedup Audi",0
"The Tribes of Palos Verdes","Not even a move to a pictureperfect California paradise can buoy a troubled family",0
"The Trip to Spain","Steve Coogan and Rob Brydon return for the latest installment in their banterfilled franchise this time amid the glorious Iberian scenery",0
"The Trouble With Bliss","Michael Knowless film The Trouble With Bliss follows a 35yearold who lives with his father and does very little except attract women",0
"The True Cost","This documentary by Andrew Morgan details the exploitation of workers in garment factories and cotton fields around the world",0
"The Truth About Emanuel","The Truth About Emanuel a difficult teenager becomes fascinated with a mysterious woman who moves in next door with her new baby",0
"The Twilight Saga: Breaking Dawn - Part One","Robert Pattinson and Kristen Stewart star in Bill Condons melodrama  the first of a twopart adaptation of the series last book",0
"The Twilight Saga: Breaking Dawn - Part Two","A newborn halfhuman halfvampire child is the nominal centerpiece for the final movie in the Twilight franchise",0
"The Twilight Saga: Eclipse","Eclipse elevates the love triangles intensity and also nudges Bellas somewhat abstract longings in the direction of physical lust",0
"The Unbelievers","In the documentary The Unbelievers the prominent secularists Richard Dawkins and Lawrence Krauss travel the world accompanied by a rock soundtrack",0
"The Uncondemned","Facing an uphill battle a small legal team puts a former Rwandan mayor on trial for his role in encouraging and ordering rapes during the countrys 1994 genocide",0
"The Understudy","In The Understudy a young Off Broadway actress commits an accidental sort of homicide that keeps putting her onstage in the stars place",0
"The United States of Autism","The United States of Autism follows Richard Everts the director whose son is autistic as he journeys across the country to visit families affected by autism",0
"The United States of Football","The documentary The United States of Football follows retired players dealing with dementia and depression after a career of hard knocks",0
"The Unspoken","This thriller features a creaky building where something eerie once happened and where Jodelle Ferland plays the nanny to a boy who has just moved in",0
"The Untamed","A slimy manytentacled alien has sex with several unhappy residents of the Mexican city of Guanajuato in Amat Escalantes movie",0
"The Vessel","Julio Quintanas film centers on a young man who arouses ire when he sets out to build a boat after witnessing tragedies in his seaside village",0
"The Villainess","A South Korean action drama deftly gives viewers a firstperson view of violence but falters when trying to convey its emotional costs",0
"The Virginity Hit","A story about the last of a quartet of high school buddies to lose his virginity",0
"The Visit","M Night Shyamalan8217s new movie is one of those tales of child peril that have reliably spooked audiences for generations",0
"The Vow","In a romantic tale Rachel McAdams plays an artsy young wife happily married until a car accident sends her into a coma from which she emerges with amnesia",0
"The Wall","Working with a minimalist script and a tight budget the director Doug Liman brings veinpopping intensity to a claustrophobic standoff in Iraq",0
"The Wannabe","This modest assured and cautionary gangland character study starring Vincent Piazza and Patricia Arquette isnt short on mob cred",0
"The Warrior's Way","The Warriors Way is set in a fantastical ghost town with a resident circus troupe and filmed on studio sets",0
"The Wasted Times","Cheng Ers gangland drama unwinds nonchronologically like episodes of a miniseries shown out of order",0
"The Watch","In The Watch directed by Akiva Schaffer Ben Stiller is a dogood leader of an incompetent community watch group that discovers a hive of aliens in its hometown",0
"The Wave","Roar Uthaugs disaster movie follows a family and others in a Norwegian village confronting a crumbling mountain and the cataclysm that follows",0
"The Wave!","The Wave based on a 1967 teaching experiment in California transplants the action to modernday Germany where a classroom is turned into a groupthink dictatorship",0
